reaction_idx,solvent_name,base_smiles,solvent_smiles,activator_smiles,nucleophile_smiles,yield
842,C1CCCO1,CN1CCOCC1,C1CCOC1,O=P(Cl)(c1ccccc1)c1ccccc1,N=c1ccc(Cl)n[nH]1,56.38
843,C1CCCO1,CCN(C(C)C)C(C)C,C1CCOC1,O=P(Cl)(c1ccccc1)c1ccccc1,N=c1ccc(Cl)n[nH]1,30.14
844,CC#N,Cn1ccnc1,CC#N,O=P(Cl)(c1ccccc1)c1ccccc1,N=c1ccc(Cl)n[nH]1,40.49
845,CC#N,Cc1cccc(C)n1,CC#N,O=P(Cl)(c1ccccc1)c1ccccc1,N=c1ccc(Cl)n[nH]1,23.49
846,CC#N,CN1CCOCC1,CC#N,O=P(Cl)(c1ccccc1)c1ccccc1,N=c1ccc(Cl)n[nH]1,35.12
847,CC#N,CCN(C(C)C)C(C)C,CC#N,O=P(Cl)(c1ccccc1)c1ccccc1,N=c1ccc(Cl)n[nH]1,85.58
848,CN(C)C=O,Cn1ccnc1,CN(C)C=O,O=P(Cl)(c1ccccc1)c1ccccc1,N=c1ccc(Cl)n[nH]1,52.69
849,CN(C)C=O,Cc1cccc(C)n1,CN(C)C=O,O=P(Cl)(c1ccccc1)c1ccccc1,N=c1ccc(Cl)n[nH]1,19.97
850,CN(C)C=O,CN1CCOCC1,CN(C)C=O,O=P(Cl)(c1ccccc1)c1ccccc1,N=c1ccc(Cl)n[nH]1,70.91
851,CN(C)C=O,CCN(C(C)C)C(C)C,CN(C)C=O,O=P(Cl)(c1ccccc1)c1ccccc1,N=c1ccc(Cl)n[nH]1,98.71
852,C1CCCO1,Cn1ccnc1,C1CCOC1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,N=c1ccc(Cl)n[nH]1,31.17
853,C1CCCO1,Cc1cccc(C)n1,C1CCOC1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,N=c1ccc(Cl)n[nH]1,14.05
854,C1CCCO1,CN1CCOCC1,C1CCOC1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,N=c1ccc(Cl)n[nH]1,30.04
855,C1CCCO1,CCN(C(C)C)C(C)C,C1CCOC1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,N=c1ccc(Cl)n[nH]1,17.68
856,CC#N,Cn1ccnc1,CC#N,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,N=c1ccc(Cl)n[nH]1,27.87
857,CC#N,Cc1cccc(C)n1,CC#N,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,N=c1ccc(Cl)n[nH]1,13.22
858,CC#N,CN1CCOCC1,CC#N,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,N=c1ccc(Cl)n[nH]1,16.62
859,CC#N,CCN(C(C)C)C(C)C,CC#N,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,N=c1ccc(Cl)n[nH]1,7.84
860,CN(C)C=O,Cn1ccnc1,CN(C)C=O,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,N=c1ccc(Cl)n[nH]1,25.43
861,CN(C)C=O,Cc1cccc(C)n1,CN(C)C=O,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,N=c1ccc(Cl)n[nH]1,28.25
862,CN(C)C=O,CN1CCOCC1,CN(C)C=O,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,N=c1ccc(Cl)n[nH]1,18.37
863,CN(C)C=O,CCN(C(C)C)C(C)C,CN(C)C=O,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,N=c1ccc(Cl)n[nH]1,28.82
864,C1CCCO1,Cn1ccnc1,C1CCOC1,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,7.84
865,C1CCCO1,Cc1cccc(C)n1,C1CCOC1,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,17.5
866,C1CCCO1,CN1CCOCC1,C1CCOC1,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,20.95
867,C1CCCO1,CCN(C(C)C)C(C)C,C1CCOC1,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,11.41
868,CC#N,Cn1ccnc1,CC#N,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,6.45
869,CC#N,Cc1cccc(C)n1,CC#N,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,6.44
870,CC#N,CN1CCOCC1,CC#N,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,12.52
871,CC#N,CCN(C(C)C)C(C)C,CC#N,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,29.08
872,CN(C)C=O,Cn1ccnc1,CN(C)C=O,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,16.4
873,CN(C)C=O,Cc1cccc(C)n1,CN(C)C=O,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,8.95
874,CN(C)C=O,CN1CCOCC1,CN(C)C=O,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,13.02
875,CN(C)C=O,CCN(C(C)C)C(C)C,CN(C)C=O,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,24.79
876,C1CCCO1,Cn1ccnc1,C1CCOC1,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,3.52
877,C1CCCO1,Cc1cccc(C)n1,C1CCOC1,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,5.85
878,C1CCCO1,CN1CCOCC1,C1CCOC1,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,1.97
879,C1CCCO1,CCN(C(C)C)C(C)C,C1CCOC1,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,41.95
880,CC#N,Cn1ccnc1,CC#N,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,2.6
881,CC#N,Cc1cccc(C)n1,CC#N,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,0.89
882,CC#N,CN1CCOCC1,CC#N,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,1.24
883,CC#N,CCN(C(C)C)C(C)C,CC#N,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,8.35
884,CN(C)C=O,Cn1ccnc1,CN(C)C=O,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,3.72
885,CN(C)C=O,Cc1cccc(C)n1,CN(C)C=O,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,36.94
886,CN(C)C=O,CN1CCOCC1,CN(C)C=O,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,11.64
887,CN(C)C=O,CCN(C(C)C)C(C)C,CN(C)C=O,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,3.51
888,C1CCCO1,Cn1ccnc1,C1CCOC1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,22.35
889,C1CCCO1,Cc1cccc(C)n1,C1CCOC1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,0.89
890,C1CCCO1,CN1CCOCC1,C1CCOC1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,3.67
891,C1CCCO1,CCN(C(C)C)C(C)C,C1CCOC1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,6.53
892,CC#N,Cn1ccnc1,CC#N,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,19.17
893,CC#N,Cc1cccc(C)n1,CC#N,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,17.59
894,CC#N,CN1CCOCC1,CC#N,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,0.87
895,CC#N,CCN(C(C)C)C(C)C,CC#N,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,43.8
896,CN(C)C=O,Cn1ccnc1,CN(C)C=O,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,22.6
897,CN(C)C=O,Cc1cccc(C)n1,CN(C)C=O,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,9.74
898,CN(C)C=O,CN1CCOCC1,CN(C)C=O,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,19.57
899,CN(C)C=O,CCN(C(C)C)C(C)C,CN(C)C=O,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,5.18
900,C1CCCO1,Cn1ccnc1,C1CCOC1,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,COC(=O)c1ccc(Cl)cc1N,10.1
901,C1CCCO1,Cc1cccc(C)n1,C1CCOC1,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,COC(=O)c1ccc(Cl)cc1N,7.37
902,C1CCCO1,CN1CCOCC1,C1CCOC1,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,COC(=O)c1ccc(Cl)cc1N,3.86
903,C1CCCO1,CCN(C(C)C)C(C)C,C1CCOC1,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,COC(=O)c1ccc(Cl)cc1N,3.54
904,CC#N,Cn1ccnc1,CC#N,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,COC(=O)c1ccc(Cl)cc1N,2.76
905,CC#N,Cc1cccc(C)n1,CC#N,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,COC(=O)c1ccc(Cl)cc1N,1.76
906,CC#N,CN1CCOCC1,CC#N,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,COC(=O)c1ccc(Cl)cc1N,17.65
907,CC#N,CCN(C(C)C)C(C)C,CC#N,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,COC(=O)c1ccc(Cl)cc1N,42.52
908,CN(C)C=O,Cn1ccnc1,CN(C)C=O,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,COC(=O)c1ccc(Cl)cc1N,26.13
909,CN(C)C=O,Cc1cccc(C)n1,CN(C)C=O,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,COC(=O)c1ccc(Cl)cc1N,1.37
910,CN(C)C=O,CN1CCOCC1,CN(C)C=O,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,COC(=O)c1ccc(Cl)cc1N,4.82
911,CN(C)C=O,CCN(C(C)C)C(C)C,CN(C)C=O,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,COC(=O)c1ccc(Cl)cc1N,9.98
912,C1CCCO1,Cn1ccnc1,C1CCOC1,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,COC(=O)c1ccc(Cl)cc1N,29.76
913,C1CCCO1,Cc1cccc(C)n1,C1CCOC1,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,COC(=O)c1ccc(Cl)cc1N,11.5
914,C1CCCO1,CN1CCOCC1,C1CCOC1,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,COC(=O)c1ccc(Cl)cc1N,0.91
915,C1CCCO1,CCN(C(C)C)C(C)C,C1CCOC1,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,COC(=O)c1ccc(Cl)cc1N,0.96
916,CC#N,Cn1ccnc1,CC#N,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,COC(=O)c1ccc(Cl)cc1N,1.34
917,CC#N,Cc1cccc(C)n1,CC#N,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,COC(=O)c1ccc(Cl)cc1N,0.99
918,CC#N,CN1CCOCC1,CC#N,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,COC(=O)c1ccc(Cl)cc1N,1.29
919,CC#N,CCN(C(C)C)C(C)C,CC#N,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,COC(=O)c1ccc(Cl)cc1N,6.04
920,CN(C)C=O,Cn1ccnc1,CN(C)C=O,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,COC(=O)c1ccc(Cl)cc1N,3.3
921,CN(C)C=O,Cc1cccc(C)n1,CN(C)C=O,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,COC(=O)c1ccc(Cl)cc1N,4.21
922,CN(C)C=O,CN1CCOCC1,CN(C)C=O,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,COC(=O)c1ccc(Cl)cc1N,15.57
923,CN(C)C=O,CCN(C(C)C)C(C)C,CN(C)C=O,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,COC(=O)c1ccc(Cl)cc1N,6.25
924,C1CCCO1,Cn1ccnc1,C1CCOC1,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,0.92
925,C1CCCO1,Cc1cccc(C)n1,C1CCOC1,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,12.48
926,C1CCCO1,CN1CCOCC1,C1CCOC1,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,17.58
927,C1CCCO1,CCN(C(C)C)C(C)C,C1CCOC1,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,16.57
928,CC#N,Cn1ccnc1,CC#N,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,0.85
929,CC#N,Cc1cccc(C)n1,CC#N,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,1.01
930,CC#N,CN1CCOCC1,CC#N,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,1.05
931,CC#N,CCN(C(C)C)C(C)C,CC#N,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,0.77
932,CN(C)C=O,Cn1ccnc1,CN(C)C=O,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,2.0
933,CN(C)C=O,Cc1cccc(C)n1,CN(C)C=O,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,15.18
934,CN(C)C=O,CN1CCOCC1,CN(C)C=O,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,13.37
935,CN(C)C=O,CCN(C(C)C)C(C)C,CN(C)C=O,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,1.36
936,C1CCCO1,Cn1ccnc1,C1CCOC1,O=P(Cl)(c1ccccc1)c1ccccc1,COC(=O)c1ccc(Cl)cc1N,27.38
937,C1CCCO1,Cc1cccc(C)n1,C1CCOC1,O=P(Cl)(c1ccccc1)c1ccccc1,COC(=O)c1ccc(Cl)cc1N,2.4
938,C1CCCO1,CN1CCOCC1,C1CCOC1,O=P(Cl)(c1ccccc1)c1ccccc1,COC(=O)c1ccc(Cl)cc1N,0.92
939,C1CCCO1,CCN(C(C)C)C(C)C,C1CCOC1,O=P(Cl)(c1ccccc1)c1ccccc1,COC(=O)c1ccc(Cl)cc1N,5.94
940,CC#N,Cn1ccnc1,CC#N,O=P(Cl)(c1ccccc1)c1ccccc1,COC(=O)c1ccc(Cl)cc1N,13.48
941,CC#N,Cc1cccc(C)n1,CC#N,O=P(Cl)(c1ccccc1)c1ccccc1,COC(=O)c1ccc(Cl)cc1N,10.92
942,CC#N,CN1CCOCC1,CC#N,O=P(Cl)(c1ccccc1)c1ccccc1,COC(=O)c1ccc(Cl)cc1N,0.97
943,CC#N,CCN(C(C)C)C(C)C,CC#N,O=P(Cl)(c1ccccc1)c1ccccc1,COC(=O)c1ccc(Cl)cc1N,3.73
944,CN(C)C=O,Cn1ccnc1,CN(C)C=O,O=P(Cl)(c1ccccc1)c1ccccc1,COC(=O)c1ccc(Cl)cc1N,6.46
945,CN(C)C=O,Cc1cccc(C)n1,CN(C)C=O,O=P(Cl)(c1ccccc1)c1ccccc1,COC(=O)c1ccc(Cl)cc1N,0.88
946,CN(C)C=O,CN1CCOCC1,CN(C)C=O,O=P(Cl)(c1ccccc1)c1ccccc1,COC(=O)c1ccc(Cl)cc1N,0.82
947,CN(C)C=O,CCN(C(C)C)C(C)C,CN(C)C=O,O=P(Cl)(c1ccccc1)c1ccccc1,COC(=O)c1ccc(Cl)cc1N,2.98
948,C1CCCO1,Cn1ccnc1,C1CCOC1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,2.47
949,C1CCCO1,Cc1cccc(C)n1,C1CCOC1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,6.51
950,C1CCCO1,CN1CCOCC1,C1CCOC1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,16.7
951,C1CCCO1,CCN(C(C)C)C(C)C,C1CCOC1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,9.32
952,CC#N,Cn1ccnc1,CC#N,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,2.75
953,CC#N,Cc1cccc(C)n1,CC#N,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,10.34
954,CC#N,CN1CCOCC1,CC#N,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,1.39
955,CC#N,CCN(C(C)C)C(C)C,CC#N,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,33.53
956,CN(C)C=O,Cn1ccnc1,CN(C)C=O,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,6.96
957,CN(C)C=O,Cc1cccc(C)n1,CN(C)C=O,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,0.99
958,CN(C)C=O,CN1CCOCC1,CN(C)C=O,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,19.64
959,CN(C)C=O,CCN(C(C)C)C(C)C,CN(C)C=O,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,COC(=O)c1ccc(Cl)cc1N,17.73
